icrf_name,ra_deg,dec_deg,dra_mas,ddec_mas,offset_mas,pa_deg,sig_a_mas,sig_d_mas,rho_icrf3,rho_gaia,x_mahalanobis,x_naive,jet_pa_deg,delpa_deg,axis_angle_deg,downstream_angle_deg
ICRF J183845.1-185330,279.68795609,-18.89186121,-4.2256,-0.2264,4.2316,266.93,2.6462,4.8394,-0.531,-0.848,1.877,1.598,,,,
ICRF J183858.5+573539,279.74400763,57.59424598,1.6510,-2.0763,2.6527,141.51,0.2816,0.3063,-0.237,-0.096,8.289,8.961,,,,
ICRF J183905.8+410059,279.77418228,41.01641461,-0.4198,-0.1323,0.4401,252.50,0.1910,0.2267,-0.108,0.043,2.310,2.274,,,,
ICRF J184057.1+390045,280.23814260,39.01270114,-0.5079,0.0892,0.5157,279.96,0.3697,0.4272,0.013,0.111,1.419,1.390,,,,
ICRF J184057.3+545215,280.23906961,54.87108630,0.5269,-1.3861,1.4828,159.19,0.4655,0.5916,-0.090,0.082,2.656,2.602,,,,
ICRF J184208.9+794617,280.53745773,79.77142455,-0.0849,-0.0178,0.0868,258.13,0.0729,0.0730,-0.313,-0.051,1.310,1.191,322.0,13.0,63.87,63.87
ICRF J184233.6+680925,280.64017369,68.15700771,0.2552,-0.6191,0.6696,157.60,0.1127,0.1226,-0.088,0.015,5.549,5.535,133.0,10.0,24.60,24.60
ICRF J184307.9+444951,280.78298921,44.83097837,-1.3365,-0.8252,1.5707,238.31,1.6393,1.6241,-0.163,-0.672,1.626,0.961,,,,
ICRF J184418.0+114024,281.07507534,11.67344927,1.0317,-0.2127,1.0534,101.65,0.3965,0.6591,-0.529,-0.138,2.684,2.622,,,,
ICRF J184445.1-202944,281.18797410,-20.49561216,0.3879,-0.0122,0.3881,91.80,0.6106,1.2206,-0.045,0.249,0.635,0.635,,,,
ICRF J184551.3-285240,281.46403455,-28.87785450,-0.6655,0.1921,0.6927,286.10,0.4602,0.4829,-0.059,0.501,1.875,1.500,,,,
ICRF J184723.9-162302,281.84969974,-16.38398428,-2.0104,-3.4071,3.9560,210.54,1.5848,3.5939,0.192,0.287,1.464,1.584,,,,
ICRF J184822.0+321902,282.09203571,32.31738994,0.0573,-0.1310,0.1430,156.36,0.0753,0.0945,0.020,0.143,1.678,1.582,314.0,23.0,22.36,157.64
ICRF J184834.3+324400,282.14317142,32.73337219,0.0605,0.0468,0.0765,52.32,0.1169,0.1769,-0.233,-0.208,0.651,0.581,113.0,11.0,60.68,60.68
ICRF J184836.5+213158,282.15209785,21.53291909,-3.1212,4.6408,5.5928,326.08,1.5559,1.9724,-0.186,-0.581,2.494,3.092,,,,
ICRF J184916.0+670541,282.31696785,67.09491118,0.0547,-0.0858,0.1017,147.50,0.0715,0.0674,0.024,-0.042,1.466,1.485,321.0,42.0,6.50,173.50
ICRF J184920.1+302414,282.33376417,30.40395480,1.4669,0.8795,1.7104,59.06,0.5973,0.7322,-0.139,-0.355,3.283,2.734,,,,
ICRF J185022.2+495921,282.59266773,49.98929140,0.8729,0.0381,0.8737,87.50,0.2880,0.3216,0.039,-0.041,3.031,3.033,,,,
ICRF J185027.5+282513,282.61495771,28.42032096,-0.5011,0.2749,0.5715,298.75,0.0946,0.1295,-0.132,0.008,5.530,5.705,,,,
ICRF J185051.1-255542,282.71296123,-25.92852604,0.2840,0.0366,0.2864,82.66,0.5790,1.2368,-0.408,0.368,0.546,0.491,,,,
ICRF J185152.3+610038,282.96816970,61.01077161,0.1731,-0.0791,0.1903,114.55,0.2606,0.2002,0.332,-0.015,0.907,0.773,,,,
ICRF J185228.5+485547,283.11894923,48.92985597,0.2325,0.3418,0.4134,34.22,0.7812,0.6559,-0.002,-0.185,0.657,0.600,47.0,17.0,12.78,12.78
ICRF J185230.3+401906,283.12655225,40.31850231,-0.9491,-0.9375,1.3340,225.35,0.1940,0.2082,-0.123,-0.090,7.006,6.650,,,,
ICRF J185247.8-243343,283.19922725,-24.56199998,-9.5585,-2.9659,10.0081,252.76,1.1321,1.2025,-0.476,0.003,9.094,8.796,,,,
ICRF J185250.5+142639,283.21075204,14.44436087,-0.6072,0.0871,0.6134,278.16,0.3097,0.4383,-0.447,0.101,1.961,1.971,,,,
ICRF J185326.7+331056,283.36161316,33.18225944,0.1954,-0.3500,0.4008,150.83,0.1432,0.2269,-0.232,-0.067,1.884,2.059,,,,
ICRF J185327.6+234435,283.36511663,23.74320285,-0.1608,0.2484,0.2959,327.08,0.1555,0.2767,-0.307,0.050,1.271,1.369,,,,
ICRF J185404.3-153913,283.51805023,-15.65366698,0.1310,0.6752,0.6878,10.98,0.1884,0.3239,0.025,0.355,2.131,2.197,,,,
ICRF J185416.4-161138,283.56861024,-16.19406184,-3.7690,-1.1943,3.9537,252.42,1.3445,1.0887,-0.361,0.212,2.864,3.010,,,,
ICRF J185457.2+735119,283.73874961,73.85552971,0.0279,-0.2082,0.2100,172.37,0.0644,0.0724,0.110,-0.066,2.932,2.906,14.0,5.0,21.63,158.37
ICRF J185554.4-120957,283.97685602,-12.16610214,-0.9731,0.0251,0.9734,271.48,2.7943,3.0011,0.063,0.928,0.923,0.348,,,,
ICRF J185556.3-175442,283.98491118,-17.91192625,-0.3577,-1.2305,1.2814,196.21,0.3951,0.7518,0.098,0.128,1.800,1.870,,,,
ICRF J185700.4-532500,284.25188462,-53.41677220,-0.6134,-0.7282,0.9521,220.11,0.5199,0.5344,0.380,-0.403,1.673,1.802,,,,
ICRF J185725.5+162455,284.35664815,16.41551123,-0.1597,-0.9384,0.9519,189.66,0.7096,0.8194,0.075,0.571,1.244,1.167,,,,
ICRF J185819.0-251050,284.57949078,-25.18075430,0.0330,0.3136,0.3153,6.01,0.4327,0.5594,-0.067,0.193,0.561,0.566,,,,
ICRF J185905.0-250947,284.77099215,-25.16308591,1.3092,1.7547,2.1893,36.73,0.6408,0.7669,-0.148,0.495,2.592,3.067,,,,
ICRF J190132.1-252814,285.38385987,-25.47061906,-0.3056,0.4329,0.5299,324.78,0.2809,0.5337,-0.174,0.105,1.308,1.357,,,,
ICRF J190146.1-141626,285.44228118,-14.27409112,-20.4698,54.5759,58.2884,339.44,41.3709,44.7024,-0.635,0.986,2.238,1.317,,,,
ICRF J190255.9+315941,285.73307874,31.99491712,-0.1286,-0.2391,0.2715,208.28,0.0643,0.0728,-0.160,0.080,3.863,3.847,109.0,23.0,80.72,99.28
ICRF J190311.6+554038,285.79836417,55.67734693,0.1044,0.1063,0.1490,44.47,0.1460,0.1902,0.041,0.135,0.888,0.907,27.0,7.0,17.47,17.47
ICRF J190528.5-115332,286.36911621,-11.89233728,0.5723,-0.6563,0.8708,138.91,1.1296,1.1634,0.261,0.755,1.485,0.758,,,,
ICRF J190711.9+012708,286.79998402,1.45248937,1.7954,0.3392,1.8272,79.30,0.9624,1.0695,0.067,0.473,1.923,1.892,,,,
ICRF J190806.2+222234,287.02587846,22.37615208,-0.1316,2.9146,2.9176,357.42,0.6022,1.0096,-0.061,0.018,2.899,2.895,,,,
ICRF J190829.4-294216,287.12263863,-29.70470612,-0.4118,-0.1833,0.4508,246.00,0.3231,0.7136,0.168,0.350,1.275,1.300,,,,
ICRF J190848.4-250929,287.20183011,-25.15815909,-0.3949,0.8581,0.9446,335.29,0.5355,1.2651,0.194,0.440,1.125,1.002,,,,
ICRF J190945.1-213935,287.43814400,-21.65983315,0.5922,-0.8087,1.0023,143.78,0.4124,0.5280,-0.300,0.489,2.393,2.099,,,,
ICRF J190946.5+483431,287.44401128,48.57550561,0.0341,-1.0742,1.0747,178.18,0.5430,0.5841,0.141,0.148,1.870,1.840,,,,
ICRF J191045.1+230558,287.68803003,23.09961440,0.0617,-3.2005,3.2011,178.90,0.4840,0.8303,-0.321,-0.219,3.948,3.857,,,,
ICRF J191057.5-222329,287.73982154,-22.39147846,-0.4291,0.5379,0.6881,321.42,0.3451,0.7880,-0.420,-0.104,1.274,1.418,,,,
ICRF J191109.6-200655,287.79022039,-20.11530807,0.0084,0.2949,0.2950,1.63,0.1735,0.1751,-0.112,0.477,1.869,1.685,4.0,36.0,2.37,2.37
ICRF J191135.0+265813,287.89615565,26.97048965,1.0028,0.8307,1.3022,50.36,0.0968,0.1665,-0.022,-0.090,11.618,11.500,,,,
ICRF J191153.9-210243,287.97473922,-21.04550049,0.1935,-0.6856,0.7123,164.24,0.3420,0.6390,-0.501,-0.036,1.116,1.213,,,,
ICRF J191156.5-192150,287.98549668,-19.36415629,-3.5757,-0.6453,3.6335,259.77,0.2294,0.3134,-0.064,0.310,15.589,15.724,,,,
ICRF J191207.1-080421,288.02970337,-8.07275068,-0.0503,0.1909,0.1974,345.24,0.2772,0.3729,0.117,0.556,0.634,0.543,,,,
ICRF J191211.9-150457,288.04974858,-15.08265111,-0.2128,-0.7206,0.7513,196.45,2.7510,3.0389,-0.015,0.992,1.095,0.249,,,,
ICRF J191225.1+374036,288.10468173,37.67684578,-0.2319,-0.6078,0.6505,200.89,0.4572,0.5125,-0.175,0.131,1.243,1.290,,,,
ICRF J191240.0-801005,288.16674616,-80.16831847,0.9177,-0.0789,0.9211,94.91,0.2042,0.2290,0.115,0.174,4.614,4.507,,,,
ICRF J191254.2+051800,288.22607359,5.30011708,-194.6027,74.0192,208.2044,290.82,0.6761,0.6895,-0.088,0.141,311.982,307.209,,,,
ICRF J191320.8-363019,288.33703922,-36.50539743,0.4354,-0.3644,0.5677,129.93,0.3383,0.6215,0.242,-0.087,1.478,1.414,,,,
ICRF J191346.5-450311,288.44379521,-45.05321377,0.7638,0.6708,1.0166,48.71,0.2113,0.3367,0.067,-0.041,4.047,4.128,,,,
ICRF J191414.5+012426,288.56063942,1.40730671,6.6946,-6.6668,9.4480,134.88,4.9310,3.9872,-0.289,-0.995,2.925,2.154,,,,
ICRF J191523.8+654846,288.84924609,65.81288559,-12.0655,-4.9122,13.0272,247.85,0.2942,0.3581,0.165,0.018,42.733,43.246,,,,
ICRF J191652.5-151900,289.21879579,-15.31668652,-0.4613,-0.1694,0.4914,249.83,0.3521,0.3734,-0.128,0.404,1.311,1.386,,,,
ICRF J191744.8-192131,289.43674708,-19.35877997,-0.5875,1.1270,1.2709,332.47,0.0986,0.2250,-0.268,0.332,7.058,7.785,340.0,10.0,7.53,7.53
ICRF J191810.7+552038,289.54479187,55.34405822,-0.0966,0.3640,0.3766,345.14,0.1496,0.1672,-0.195,0.112,2.264,2.271,,,,
ICRF J191845.5+493756,289.68991502,49.63223160,0.2109,-0.1169,0.2411,119.01,0.1985,0.2651,-0.350,-0.009,1.069,1.151,,,,
ICRF J192029.1+265148,290.12128409,26.86333390,-330.9685,105.8776,347.4913,287.74,1.0080,1.2485,-0.387,0.068,343.903,339.132,,,,
ICRF J192043.0-383106,290.17920648,-38.51834838,-5.6418,-2.4007,6.1314,246.95,1.0586,1.6932,-0.077,0.008,5.564,5.515,,,,
ICRF J192106.4+020434,290.27676270,2.07613256,-0.3581,-1.0610,1.1198,198.65,0.6527,0.7122,-0.149,0.582,1.491,1.588,,,,
ICRF J192109.9+433341,290.29139492,43.56162107,-23.8735,-40.2499,46.7974,210.67,13.7325,14.4333,-0.235,0.618,2.789,3.286,,,,
ICRF J192154.2+450626,290.47585387,45.10746861,-0.8903,0.1403,0.9013,278.96,0.3207,0.4063,-0.093,-0.105,2.777,2.797,,,,
ICRF J192234.7-163253,290.64486082,-16.54820863,1.8103,-5.8041,6.0799,162.68,0.4841,1.0613,-0.556,0.051,5.537,6.625,,,,
ICRF J192324.6-632045,290.85252509,-63.34604609,-0.7579,0.4727,0.8933,301.95,0.4134,0.4571,-0.059,-0.212,1.997,2.105,,,,
ICRF J192327.2+475416,290.86345750,47.90467170,0.1597,-0.0988,0.1878,121.75,0.1801,0.2035,0.094,0.025,1.035,1.011,,,,
ICRF J192332.1-210433,290.88412422,-21.07592587,0.2130,0.4644,0.5110,24.64,0.1170,0.1089,-0.108,0.235,4.375,4.638,351.0,29.0,33.64,33.64
ICRF J192411.8-154902,291.04926809,-15.81723509,-0.6377,-3.5012,3.5588,190.32,0.3019,0.3975,-0.255,0.261,8.871,9.057,,,,
ICRF J192417.4+332929,291.07283527,33.49159394,-0.1962,-2.8798,2.8865,183.90,0.7050,0.8788,0.106,-0.136,3.332,3.289,,,,
ICRF J192451.0-291430,291.21273314,-29.24170028,0.4470,0.9843,1.0810,24.42,0.1046,0.1023,0.122,0.314,9.736,10.528,325.0,49.0,59.42,59.42
ICRF J192517.0-340101,291.32091757,-34.01709291,-0.0276,0.0460,0.0537,329.03,0.3581,0.4340,0.031,0.343,0.149,0.131,,,,
ICRF J192539.7-221935,291.41579244,-22.32642017,-0.0856,0.0485,0.0984,299.56,0.3733,0.3202,0.184,0.280,0.318,0.275,,,,
ICRF J192559.6+210626,291.49835564,21.10726723,2.1358,0.6903,2.2446,72.09,0.4515,0.6009,0.117,0.414,4.812,4.868,245.0,20.0,7.09,172.91
ICRF J192606.3+505257,291.52634029,50.88250476,-0.2632,0.3138,0.4095,320.01,0.1453,0.2069,0.069,-0.070,2.403,2.362,,,,
ICRF J192626.9-100551,291.61236198,-10.09776656,-0.6730,-1.1936,1.3702,209.42,0.5237,0.5335,0.342,0.191,2.384,2.580,,,,
ICRF J192631.0+420958,291.62938861,42.16638584,-0.0761,-0.5565,0.5616,187.78,0.4507,0.5429,0.203,-0.058,1.043,1.039,,,,
ICRF J192631.1+770631,291.62996268,77.10874905,0.3166,-0.2050,0.3772,122.93,0.2491,0.2085,-0.058,0.034,1.609,1.607,,,,
ICRF J192730.4+611732,291.87684407,61.29246641,0.3439,-0.2850,0.4467,129.65,0.1060,0.1067,0.018,0.062,4.280,4.202,120.0,28.0,9.65,9.65
ICRF J192748.4+735801,291.95206314,73.96710274,-0.2232,0.9113,0.9382,346.24,0.0461,0.0471,-0.049,-0.165,19.595,19.963,158.0,24.0,8.24,171.76
ICRF J192809.1-203543,292.03826399,-20.59549570,-0.4043,-1.8911,1.9338,192.07,3.8670,4.5681,-0.396,0.893,0.713,0.427,,,,
ICRF J192820.5+681459,292.08560832,68.24979744,8.8633,-13.3431,16.0186,146.41,1.1290,1.1964,-0.172,-0.220,12.465,13.639,,,,
ICRF J192840.8+084848,292.17023124,8.81344796,4.7177,1.9400,5.1010,67.65,4.6816,3.8078,-0.301,0.896,1.337,1.129,,,,
ICRF J192919.9+050757,292.33311626,5.13266450,-0.8433,0.2711,0.8858,287.82,0.3563,0.4038,-0.185,0.310,2.700,2.460,,,,
ICRF J192944.9+254316,292.43715884,25.72117940,-0.9291,0.5583,1.0839,301.00,1.6723,2.0829,0.045,0.094,0.642,0.617,,,,
ICRF J192947.8+091003,292.44943033,9.16767900,-4.9334,-3.9073,6.2933,231.62,1.3478,1.3174,-0.312,0.636,3.769,4.711,,,,
ICRF J193006.1-605609,292.52566702,-60.93588450,0.0135,0.1641,0.1646,4.70,0.2077,0.2752,0.096,0.167,0.597,0.600,,,,
ICRF J193108.6+312233,292.78614076,31.37594363,-0.6295,-2.9765,3.0423,191.94,0.4737,0.6155,-0.227,0.067,4.973,5.016,,,,
ICRF J193116.5+474341,292.81894820,47.72811216,0.2412,-0.0161,0.2418,93.83,0.2210,0.2570,-0.004,-0.057,1.092,1.093,,,,
ICRF J193235.4-292842,293.14772419,-29.47834689,-1.7645,-0.7884,1.9326,245.93,3.6850,2.4969,-0.317,0.696,0.479,0.574,,,,
ICRF J193244.8-453637,293.18703227,-45.61053581,-0.1055,0.2123,0.2371,333.58,0.2127,0.2499,0.195,0.005,1.026,0.984,,,,
ICRF J193331.1-694258,293.37983301,-69.71636515,0.2495,0.2089,0.3254,50.06,0.3569,0.4248,-0.063,0.033,0.877,0.855,,,,
ICRF J193357.3+654016,293.48890529,65.67134125,-0.3101,0.1528,0.3457,296.23,0.2027,0.2151,-0.036,-0.066,1.650,1.687,,,,
ICRF J193440.6+613841,293.66951402,61.64489525,-0.6150,-1.0654,1.2301,210.00,0.5340,0.6678,-0.103,0.306,1.751,1.968,,,,
ICRF J193452.8-241624,293.72020295,-24.27343196,0.9575,-0.3752,1.0284,111.40,0.1734,0.3999,-0.091,0.169,5.547,5.602,,,,
ICRF J193535.7-160232,293.89914661,-16.04232638,-1.4718,1.2585,1.9365,310.53,0.3409,0.4125,-0.301,0.394,5.661,5.286,,,,
ICRF J193603.5+713131,294.01483669,71.52549580,0.1371,0.7677,0.7798,10.12,0.1737,0.2030,0.231,0.051,3.816,3.864,,,,
ICRF J193716.2-395801,294.31757233,-39.96709809,-0.1366,-0.0109,0.1370,265.42,0.1100,0.0948,-0.079,-0.048,1.255,1.247,,,,
ICRF J193719.9-062728,294.33330131,-6.45780130,-3.0087,-1.1660,3.2267,248.82,1.2280,1.2255,-0.221,0.635,2.479,2.628,,,,
ICRF J193731.4+360735,294.38098591,36.12662267,-3.2547,-8.6296,9.2230,200.66,3.0910,4.6507,-0.129,0.345,1.907,2.134,,,,
ICRF J193739.6+835629,294.41521991,83.94139084,-1.8177,-0.8726,2.0163,244.36,1.0254,0.9938,-0.072,-0.180,2.149,1.978,260.0,7.0,15.64,15.64
ICRF J193804.9-174920,294.52065938,-17.82232969,0.1602,0.0666,0.1735,67.43,0.1725,0.3236,-0.340,0.344,0.990,0.951,,,,
ICRF J193830.6+044811,294.62778979,4.80322618,-0.3503,1.6220,1.6594,347.81,1.3247,1.3367,0.008,0.079,1.266,1.242,,,,
ICRF J193925.0-634245,294.85427675,-63.71267347,0.0093,-8.3290,8.3290,179.94,1.5495,1.1249,-0.171,-0.235,7.522,7.404,,,,
ICRF J193926.6-152543,294.86107397,-15.42862735,-0.2471,0.0383,0.2501,278.81,0.2577,0.2729,-0.054,0.472,1.164,0.969,122.0,32.0,23.19,156.81
ICRF J193933.5+381735,294.88986201,38.29316345,0.2022,-0.2168,0.2964,137.00,0.1238,0.1489,-0.072,-0.021,2.130,2.188,,,,
ICRF J193957.2-100241,294.98856905,-10.04486683,-0.1268,-0.5128,0.5283,193.88,0.0933,0.1135,-0.054,0.076,4.723,4.720,,,,
ICRF J194025.5-690756,295.10636730,-69.13249215,0.2383,0.1629,0.2886,55.65,0.0838,0.1256,0.137,-0.000,3.069,3.125,,,,
ICRF J194049.3+430424,295.20549998,43.07351609,0.3994,0.3515,0.5320,48.65,0.2430,0.2826,0.288,-0.041,1.970,2.061,,,,
ICRF J194110.2-300720,295.29267703,-30.12234422,-0.2587,-0.1043,0.2789,248.04,0.1765,0.4400,0.162,0.191,1.466,1.485,,,,
ICRF J194121.7-621121,295.34070243,-62.18918242,5.5365,0.3316,5.5464,86.57,1.1324,1.4858,-0.252,-0.163,5.001,4.894,,,,
ICRF J194147.0-051132,295.44586913,-5.19232871,0.0358,-0.5278,0.5291,176.12,0.5332,0.5308,-0.159,0.022,0.996,0.997,,,,
ICRF J194240.9-313014,295.67047522,-31.50405857,-0.9041,0.5993,1.0847,303.54,0.5972,0.6853,-0.006,0.142,1.836,1.748,,,,
ICRF J194258.6+412923,295.74432545,41.48973894,-0.1613,-0.0184,0.1623,263.48,0.1846,0.2252,0.131,0.005,0.875,0.877,,,,
ICRF J194515.9+095259,296.31634503,9.88321195,0.3820,0.3112,0.4927,50.84,0.2174,0.3717,0.011,0.497,1.844,1.947,,,,
ICRF J194522.8-015321,296.34508656,-1.88939742,-0.1064,0.1692,0.1999,327.84,0.6317,0.6599,-0.212,0.479,0.408,0.307,,,,
ICRF J194524.2-552048,296.35095346,-55.34689897,23.0500,27.3041,35.7326,40.17,1.1915,1.5213,0.861,-0.514,27.430,26.389,,,,
ICRF J194553.5+705548,296.47299860,70.93020238,24.7552,-21.7711,32.9667,131.33,3.1599,3.1409,0.144,-0.057,10.184,10.460,,,,
ICRF J194559.3-311138,296.49737251,-31.19398824,0.1289,0.0874,0.1557,55.85,0.1782,0.3901,-0.591,-0.120,0.999,0.757,,,,
ICRF J194719.5+124855,296.83136104,12.81539437,-0.0216,1.0550,1.0552,358.83,0.5833,0.6811,-0.082,0.397,1.687,1.549,,,,
ICRF J194825.2-322806,297.10520519,-32.46845749,0.4217,1.4948,1.5532,15.76,0.7081,0.8509,-0.332,0.431,1.765,1.855,,,,
ICRF J194935.2+725242,297.39679551,72.87860296,0.6179,-0.4920,0.7899,128.53,0.6621,0.7994,-0.235,0.039,1.128,1.118,,,,
ICRF J194943.4+504131,297.43121784,50.69221471,0.4802,-0.0558,0.4834,96.63,0.2692,0.2631,0.034,-0.043,1.791,1.797,,,,
ICRF J194953.4-195713,297.47258413,-19.95370280,-0.3698,0.2796,0.4636,307.09,0.1961,0.2061,0.128,0.172,2.482,2.323,,,,
ICRF J195005.5+080713,297.52308299,8.12055027,1.5575,-3.4956,3.8268,155.98,0.9552,0.9015,-0.122,0.663,6.685,4.206,,,,
ICRF J195037.4-580439,297.65584034,-58.07770793,-0.4237,-0.1309,0.4434,252.84,0.4815,0.6526,0.336,-0.375,0.892,0.902,,,,
ICRF J195106.9+572717,297.77909446,57.45477138,-0.3072,-0.9602,1.0081,197.74,0.2426,0.2463,0.057,0.040,4.047,4.098,,,,
ICRF J195128.1-183047,297.86745508,-18.51324436,-0.0470,0.2174,0.2224,347.81,0.4082,0.4790,-0.117,0.294,0.484,0.468,,,,
ICRF J195136.0+013442,297.90007688,1.57853169,0.4063,0.0525,0.4097,82.63,0.7027,0.5824,-0.025,0.533,0.624,0.585,,,,
ICRF J195147.4-050943,297.94778525,-5.16221179,0.0694,-0.0350,0.0777,116.74,0.3224,0.2752,0.046,0.254,0.276,0.250,,,,
ICRF J195235.8+495813,298.14921963,49.97054795,0.8305,-0.5972,1.0229,125.72,0.2071,0.2083,-0.048,0.044,4.841,4.930,,,,
ICRF J195330.8+353759,298.37864880,35.63315536,-0.1780,0.4884,0.5199,339.97,0.2800,0.3520,0.468,0.042,1.672,1.527,,,,
ICRF J195441.1-112322,298.67148221,-11.38962283,0.7145,0.5514,0.9026,52.34,0.3857,0.2929,-0.070,0.252,2.424,2.641,358.0,25.0,54.34,54.34
ICRF J195511.5+135816,298.79821423,13.97117797,-0.4435,0.2649,0.5166,300.85,0.2346,0.2761,-0.073,0.697,2.751,2.120,,,,
ICRF J195542.7+513148,298.92807606,51.53015170,-0.1624,-0.1832,0.2448,221.56,0.0970,0.0918,-0.105,-0.038,2.666,2.604,300.0,16.0,78.44,78.44
ICRF J195623.8-195742,299.09957366,-19.96169692,0.0730,0.2205,0.2323,18.33,0.7130,0.5369,0.386,-0.045,0.418,0.423,,,,
ICRF J195630.8+185602,299.12840088,18.93392603,2.1617,-2.1144,3.0238,134.37,2.0674,1.8772,0.056,0.111,1.582,1.537,,,,
ICRF J195659.4-322546,299.24773029,-32.42944639,0.4139,-0.0648,0.4189,98.90,0.4203,0.3487,-0.255,0.101,1.014,1.002,,,,
ICRF J195759.8-384506,299.49924698,-38.75176552,0.0050,0.0636,0.0638,4.54,0.0872,0.0768,-0.050,-0.035,0.833,0.830,,,,
ICRF J195922.0+384654,299.84183040,38.78171267,-0.2954,0.0657,0.3026,282.55,0.2628,0.3061,-0.104,-0.097,1.129,1.144,,,,
ICRF J195959.8+650854,299.99938372,65.14851452,0.1693,-0.1923,0.2562,138.64,0.1019,0.0989,-0.072,-0.065,2.471,2.556,141.0,71.0,2.36,2.36
ICRF J200008.5-192137,300.03566923,-19.36042359,-3.2558,1.5907,3.6236,296.04,1.0279,0.6782,-0.033,0.137,3.987,3.941,,,,
ICRF J200042.1-132533,300.17560461,-13.42598138,0.3943,2.2547,2.2890,9.92,0.2822,0.2399,0.127,0.220,9.410,9.501,,,,
ICRF J200057.0-174857,300.23787683,-17.81602017,-0.0605,0.0293,0.0672,295.84,0.1005,0.0815,0.014,0.432,0.877,0.701,90.0,75.0,25.84,154.16
ICRF J200110.6+102758,300.29434801,10.46614362,-0.5761,1.1806,1.3136,333.99,1.7336,1.1938,-0.199,0.262,1.155,1.043,,,,
ICRF J200112.8+435252,300.30364059,43.88134411,0.5692,-0.2543,0.6235,114.07,0.4655,0.4964,0.192,-0.127,1.436,1.326,,,,
ICRF J200153.7+241639,300.47407460,24.27777491,0.1422,0.0533,0.1519,69.46,0.2442,0.2909,0.099,0.007,0.605,0.610,,,,
ICRF J200210.4+472528,300.54340935,47.42465937,-0.0715,0.2099,0.2217,341.19,0.1940,0.1952,0.006,-0.019,1.130,1.136,,,,
ICRF J200241.9+150114,300.67499680,15.02071502,0.3394,1.0722,1.1246,17.56,0.9722,0.7181,-0.124,0.336,1.501,1.533,,,,
ICRF J200324.1-325145,300.85048475,-32.86253690,0.2159,-0.3752,0.4329,150.08,0.1140,0.1374,-0.205,0.146,3.227,3.323,,,,
ICRF J200429.4-634723,301.12282529,-63.78980848,0.1128,0.7037,0.7127,9.10,0.4184,0.7015,0.501,-0.312,1.027,1.039,,,,
ICRF J200517.2-182203,301.32205482,-18.36758936,-0.1644,0.0235,0.1660,278.12,0.1511,0.2096,-0.021,0.169,1.101,1.094,,,,
ICRF J200530.3+103339,301.37645600,10.56106031,1.4013,0.5912,1.5209,67.13,0.4194,0.6535,-0.057,0.497,3.450,3.461,,,,
ICRF J200530.9+775243,301.37916043,77.87867987,0.2431,-0.0054,0.2432,91.28,0.0418,0.0400,-0.004,0.053,5.823,5.820,269.0,22.0,2.28,177.72
ICRF J200556.5-231027,301.48581472,-23.17416936,-0.2765,0.1556,0.3173,299.38,0.3391,0.3506,-0.528,0.035,0.897,0.928,,,,
ICRF J200617.6+642445,301.57372724,64.41261611,-0.5329,-0.5038,0.7334,226.61,0.3303,0.2884,-0.025,0.059,2.317,2.378,,,,
ICRF J200648.3-122255,301.70143091,-12.38202519,-0.1365,0.2524,0.2869,331.61,0.3470,0.3621,0.247,0.617,1.072,0.800,,,,
ICRF J200711.9+063644,301.79964713,6.61238787,-1.4385,-0.2495,1.4599,260.16,0.5338,0.4233,0.072,0.292,2.699,2.758,,,,
ICRF J200728.7+660722,301.86987954,66.12292655,-0.5398,-1.1444,1.2653,205.25,0.3402,0.4044,0.021,0.142,3.077,3.244,,,,
ICRF J200744.9+402948,301.93727015,40.49683447,-0.8616,-0.0737,0.8647,265.11,0.4117,0.4261,0.438,-0.011,2.218,2.100,110.0,56.0,24.89,155.11
ICRF J200755.1-443444,301.97993492,-44.57896577,-1.7173,-0.7520,1.8747,246.35,0.2413,0.5150,-0.226,0.278,7.364,7.266,,,,
ICRF J200824.4-041829,302.10178835,-4.30813832,-0.0812,-0.1260,0.1499,212.81,0.1644,0.2264,-0.022,0.301,0.716,0.744,,,,
ICRF J200846.9-471714,302.19571210,-47.28731620,-3.7124,-3.3140,4.9764,228.25,3.8100,2.0704,0.337,0.650,1.660,1.874,,,,
ICRF J200900.7-281225,302.25306399,-28.20721238,0.1843,0.1390,0.2308,52.97,0.3786,0.4301,-0.154,0.165,0.577,0.584,,,,
ICRF J200925.3-484953,302.35579471,-48.83158931,-1.2773,-1.2846,1.8115,224.84,0.1608,0.1493,0.396,-0.266,9.973,11.711,,,,
ICRF J200952.3+722919,302.46793250,72.48870851,0.0970,-0.0102,0.0975,95.98,0.1528,0.1260,0.191,0.138,0.662,0.640,,,,
ICRF J200955.5+072713,302.48128093,7.45379640,0.1826,0.4131,0.4516,23.85,0.2349,0.2981,0.050,0.309,1.481,1.589,,,,
ICRF J201049.2+611615,302.70536911,61.27087696,-3.9242,11.4496,12.1034,341.08,18.6155,23.2157,-0.213,-0.982,1.542,0.536,,,,
ICRF J201115.7-154640,302.81546219,-15.77784826,0.0570,-0.0578,0.0812,135.42,0.0725,0.0522,0.042,0.132,1.433,1.358,13.0,32.0,57.58,122.42
ICRF J201205.6+462855,303.02348864,46.48216076,-0.4417,-0.1412,0.4637,252.27,0.3489,0.3527,-0.639,-0.122,1.990,1.328,337.0,58.0,84.73,84.73
