station,file,t_peak_s,is_burst,n_channels,f_lo_mhz,f_hi_mhz,drift_mhz_s,r2
ALMATY,ALMATY_20110914_014000_59.fit.gz,,False,1,,,nan,nan
ALMATY,ALMATY_20110914_015500_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_021000_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_022500_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_024000_59.fit.gz,9847.5,False,2,45.0,163.94,13.215,
ALMATY,ALMATY_20110914_025500_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_031000_59.fit.gz,,False,1,,,nan,nan
ALMATY,ALMATY_20110914_041000_59.fit.gz,15184.2,False,2,163.94,169.31,,
ALMATY,ALMATY_20110914_042500_59.fit.gz,16440.4,False,2,45.0,163.94,11.604,
ALMATY,ALMATY_20110914_074500_59.fit.gz,28074.1,False,2,45.0,163.94,-475.752,
ALMATY,ALMATY_20110914_080000_59.fit.gz,28872.0,False,2,64.62,66.81,1.459,
ALMATY,ALMATY_20110914_081500_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_083000_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_084500_59.fit.gz,32303.5,False,2,170.69,177.88,0.423,
ALMATY,ALMATY_20110914_090000_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_091500_59.fit.gz,33433.0,False,4,45.0,502.44,11.762,0.05
ALMATY,ALMATY_20110914_093000_59.fit.gz,34978.2,False,2,45.0,163.94,-26.431,
ALMATY,ALMATY_20110914_094500_59.fit.gz,35297.2,False,2,45.0,45.0,0.0,
ALMATY,ALMATY_20110914_100000_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_101500_59.fit.gz,,False,1,,,nan,nan
ALMATY,ALMATY_20110914_103000_59.fit.gz,38209.5,False,4,45.0,169.31,2.091,0.008
ALMATY,ALMATY_20110914_104500_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_110000_59.fit.gz,,False,0,,,nan,nan
ALMATY,ALMATY_20110914_111500_59.fit.gz,,False,1,,,nan,nan
BIR,BIR_20110914_074459_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_074500_01.fit.gz,28783.8,False,7,54.44,61.94,-0.153,0.021
BIR,BIR_20110914_075959_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_080000_01.fit.gz,28810.2,False,17,50.44,60.94,0.201,0.122
BIR,BIR_20110914_081459_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_081500_01.fit.gz,30073.8,False,3,58.44,87.94,2.546,0.191
BIR,BIR_20110914_082959_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_083000_01.fit.gz,31420.5,False,2,58.44,58.94,,
BIR,BIR_20110914_084459_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_084500_01.fit.gz,31504.8,False,9,38.94,94.44,2.679,0.38
BIR,BIR_20110914_090000_01.fit.gz,33063.8,False,3,58.44,89.44,5.348,1.0
BIR,BIR_20110914_091459_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_091500_01.fit.gz,33580.5,False,2,58.44,58.94,,
BIR,BIR_20110914_092959_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_093000_01.fit.gz,34745.8,False,2,58.44,58.94,,
BIR,BIR_20110914_094459_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_094500_01.fit.gz,35886.9,False,18,10.44,58.94,0.775,0.287
BIR,BIR_20110914_095959_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_100000_01.fit.gz,36115.5,False,71,27.94,93.44,0.248,0.014
BIR,BIR_20110914_101459_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_101500_01.fit.gz,37258.8,False,7,58.94,90.94,0.467,0.103
BIR,BIR_20110914_102958_03.fit.gz,,False,1,,,nan,nan
BIR,BIR_20110914_102959_01.fit.gz,37812.8,False,8,58.94,88.44,-2.644,0.106
BIR,BIR_20110914_104458_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_104459_01.fit.gz,39145.0,False,4,10.0,58.94,-5.23,0.997
BIR,BIR_20110914_105958_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_110000_01.fit.gz,39747.0,False,36,29.94,88.94,-0.504,0.094
BIR,BIR_20110914_111458_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_111459_01.fit.gz,41363.9,False,34,32.44,97.44,-1.57,0.093
BIR,BIR_20110914_112958_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_112959_01.fit.gz,,False,1,,,nan,nan
BIR,BIR_20110914_114458_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_114459_01.fit.gz,42666.1,True,66,10.0,78.94,-2.55,0.889
BIR,BIR_20110914_115958_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_115959_01.fit.gz,43833.6,False,16,27.94,61.94,-2.945,0.215
BIR,BIR_20110914_121458_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_121459_01.fit.gz,44951.0,False,59,25.94,105.44,-1.681,0.125
BIR,BIR_20110914_122958_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_122959_01.fit.gz,45294.8,False,9,55.44,85.44,-4.332,0.616
BIR,BIR_20110914_124458_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_124459_01.fit.gz,46320.0,False,3,10.94,83.44,-4.058,0.56
BIR,BIR_20110914_125958_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_125959_01.fit.gz,46821.0,False,2,10.94,25.94,2.5,
BIR,BIR_20110914_131458_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_131459_01.fit.gz,48023.2,False,3,18.94,25.94,0.314,0.12
BIR,BIR_20110914_132958_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_132959_01.fit.gz,49070.4,False,2,18.94,25.94,28.0,
BIR,BIR_20110914_134458_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_134459_01.fit.gz,49936.8,False,15,50.44,61.94,0.537,0.011
BIR,BIR_20110914_135958_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_135959_01.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_141457_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_141459_01.fit.gz,51935.2,False,3,16.94,85.44,-6.487,0.998
BIR,BIR_20110914_142957_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_142959_01.fit.gz,52248.2,False,2,18.94,25.94,-0.667,
BIR,BIR_20110914_144457_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_144459_01.fit.gz,53335.2,False,18,50.94,93.44,-0.78,0.161
BIR,BIR_20110914_145957_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_145959_01.fit.gz,54209.0,False,12,25.94,91.44,2.202,0.229
BIR,BIR_20110914_151457_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_152957_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_152959_01.fit.gz,56094.4,False,6,33.44,83.44,-2.4,0.903
BIR,BIR_20110914_154457_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_154459_01.fit.gz,56919.4,False,8,29.94,85.44,1.848,0.023
BIR,BIR_20110914_155957_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_155959_01.fit.gz,58386.8,False,5,58.94,87.94,-0.084,0.001
BIR,BIR_20110914_161457_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_161459_01.fit.gz,59053.8,False,17,46.94,103.94,-1.914,0.193
BIR,BIR_20110914_162957_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_162959_01.fit.gz,60265.5,False,15,39.94,93.94,-1.335,0.108
BIR,BIR_20110914_164457_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_164459_01.fit.gz,61063.4,False,34,20.44,93.94,-2.784,0.097
BIR,BIR_20110914_165957_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_165959_01.fit.gz,61207.5,False,16,26.44,94.44,1.294,0.043
BIR,BIR_20110914_171457_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_171459_01.fit.gz,62486.0,False,24,31.94,92.94,2.662,0.03
BIR,BIR_20110914_172957_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_172959_01.fit.gz,63426.8,False,82,10.0,103.94,-1.885,0.065
BIR,BIR_20110914_174457_03.fit.gz,,False,1,,,nan,nan
BIR,BIR_20110914_174459_01.fit.gz,64226.2,False,8,36.44,86.94,-2.138,0.181
BIR,BIR_20110914_175956_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_175959_01.fit.gz,65505.5,False,40,25.94,92.44,-0.892,0.012
BIR,BIR_20110914_181456_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_181459_01.fit.gz,66055.2,False,81,23.94,102.44,-1.981,0.203
BIR,BIR_20110914_182956_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_182959_01.fit.gz,67145.0,False,57,29.44,87.94,-1.224,0.055
BIR,BIR_20110914_184456_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_184459_01.fit.gz,68108.4,False,16,35.94,95.94,-2.182,0.292
BIR,BIR_20110914_185959_01.fit.gz,68802.2,False,31,25.94,80.44,-0.502,0.002
BIR,BIR_20110914_191456_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_191459_01.fit.gz,69312.4,False,18,18.94,100.94,-3.425,0.298
BIR,BIR_20110914_192956_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_192959_01.fit.gz,70661.0,False,6,58.44,102.44,1.459,0.12
BIR,BIR_20110914_194456_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_194459_01.fit.gz,71412.5,False,14,33.44,93.44,-3.66,0.425
BIR,BIR_20110914_195956_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_195959_01.fit.gz,72616.5,False,11,23.94,94.44,8.351,0.505
BIR,BIR_20110914_201457_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_201500_01.fit.gz,72917.5,False,14,24.94,91.44,-3.313,0.615
BIR,BIR_20110914_202957_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_203000_01.fit.gz,74596.8,False,15,58.44,100.44,0.793,0.06
BIR,BIR_20110914_204457_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_204500_01.fit.gz,75052.2,False,5,28.44,91.94,-0.704,0.01
BIR,BIR_20110914_205957_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_210000_01.fit.gz,76279.9,False,6,23.44,103.94,-5.021,0.588
BIR,BIR_20110914_211458_03.fit.gz,77078.5,False,2,235.0,236.06,,
BIR,BIR_20110914_211501_01.fit.gz,76864.2,False,9,25.94,83.44,1.698,0.14
BIR,BIR_20110914_212958_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_213001_01.fit.gz,77947.8,False,10,20.44,81.94,-4.219,0.411
BIR,BIR_20110914_214458_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_214501_01.fit.gz,78556.2,False,14,38.44,94.44,1.085,0.677
BIR,BIR_20110914_215958_03.fit.gz,,False,0,,,nan,nan
BIR,BIR_20110914_220001_01.fit.gz,79688.8,False,3,58.94,85.44,2.328,0.997
BIR,BIR_20110914_221502_01.fit.gz,80575.2,False,5,58.94,84.94,5.397,0.891
BLEN7M,BLEN7M_20110914_053000_24.fit.gz,20601.8,False,45,176.88,744.0,-13.08,0.156
BLEN7M,BLEN7M_20110914_053000_25.fit.gz,20597.6,False,34,181.81,744.19,-16.264,0.093
BLEN7M,BLEN7M_20110914_054500_24.fit.gz,21245.8,False,5,207.06,240.31,16.037,0.632
BLEN7M,BLEN7M_20110914_054500_25.fit.gz,21246.8,False,3,192.44,213.56,52.626,0.476
BLEN7M,BLEN7M_20110914_060001_24.fit.gz,21967.2,False,4,182.81,213.56,12.47,0.819
BLEN7M,BLEN7M_20110914_060001_25.fit.gz,21969.2,False,2,175.0,213.56,77.126,
BLEN7M,BLEN7M_20110914_061502_24.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_061502_25.fit.gz,,False,0,,,nan,nan
BLEN7M,BLEN7M_20110914_063006_24.fit.gz,23410.5,False,2,207.06,208.38,-0.875,
BLEN7M,BLEN7M_20110914_063006_25.fit.gz,24301.9,False,2,197.56,213.56,12.8,
BLEN7M,BLEN7M_20110914_064507_24.fit.gz,25081.0,False,2,208.38,213.56,,
BLEN7M,BLEN7M_20110914_064507_25.fit.gz,24693.4,False,2,182.81,213.56,-24.6,
BLEN7M,BLEN7M_20110914_070009_24.fit.gz,25301.1,False,2,208.38,213.56,-2.306,
BLEN7M,BLEN7M_20110914_070009_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_071510_24.fit.gz,26723.0,False,4,207.06,400.62,-19.384,0.95
BLEN7M,BLEN7M_20110914_071510_25.fit.gz,,False,0,,,nan,nan
BLEN7M,BLEN7M_20110914_073011_24.fit.gz,27760.0,False,3,208.38,400.62,-28.578,0.976
BLEN7M,BLEN7M_20110914_073011_25.fit.gz,27536.8,False,2,213.56,755.06,-77.357,
BLEN7M,BLEN7M_20110914_074512_24.fit.gz,28246.5,False,3,207.06,213.56,-1.375,0.964
BLEN7M,BLEN7M_20110914_074512_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_080014_24.fit.gz,28945.0,False,2,208.38,213.56,,
BLEN7M,BLEN7M_20110914_080014_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_081515_24.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_081515_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_083016_24.fit.gz,30930.2,False,2,213.56,659.06,-59.4,
BLEN7M,BLEN7M_20110914_083016_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_084517_24.fit.gz,31744.8,False,3,207.06,213.56,15.624,0.43
BLEN7M,BLEN7M_20110914_084517_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_090019_24.fit.gz,32686.5,False,2,208.38,213.56,10.376,
BLEN7M,BLEN7M_20110914_090019_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_091520_24.fit.gz,34196.9,False,4,207.06,214.88,-0.822,0.037
BLEN7M,BLEN7M_20110914_091520_25.fit.gz,33941.5,False,4,182.81,221.75,-13.567,0.957
BLEN7M,BLEN7M_20110914_093021_24.fit.gz,35092.0,False,7,208.38,727.06,34.629,0.713
BLEN7M,BLEN7M_20110914_093021_25.fit.gz,35092.0,False,5,207.06,577.12,5.842,0.026
BLEN7M,BLEN7M_20110914_094522_24.fit.gz,35384.1,False,4,207.06,214.88,1.865,0.014
BLEN7M,BLEN7M_20110914_094522_25.fit.gz,35435.2,False,3,192.44,570.69,-13.875,0.161
BLEN7M,BLEN7M_20110914_100024_24.fit.gz,36176.8,False,6,182.81,725.94,39.16,0.48
BLEN7M,BLEN7M_20110914_100024_25.fit.gz,36180.8,False,4,557.88,725.94,22.32,0.048
BLEN7M,BLEN7M_20110914_101525_24.fit.gz,37306.0,False,7,207.06,567.12,-69.067,0.578
BLEN7M,BLEN7M_20110914_101525_25.fit.gz,37305.4,False,4,557.88,765.62,-361.364,0.665
BLEN7M,BLEN7M_20110914_103026_24.fit.gz,38027.9,False,10,192.44,566.19,61.49,0.618
BLEN7M,BLEN7M_20110914_103026_25.fit.gz,38029.2,False,3,553.81,725.94,-340.188,1.0
BLEN7M,BLEN7M_20110914_104527_24.fit.gz,38889.6,False,6,207.06,720.06,-55.888,0.672
BLEN7M,BLEN7M_20110914_104527_25.fit.gz,38888.5,False,6,213.56,755.06,-85.892,0.525
BLEN7M,BLEN7M_20110914_110029_24.fit.gz,39642.4,False,8,207.06,561.62,43.419,0.945
BLEN7M,BLEN7M_20110914_110029_25.fit.gz,39642.5,False,3,521.19,733.81,10.321,0.006
BLEN7M,BLEN7M_20110914_111500_24.fit.gz,41390.2,False,2,208.38,213.56,,
BLEN7M,BLEN7M_20110914_111500_25.fit.gz,41392.5,False,4,182.81,214.88,-3.901,0.687
BLEN7M,BLEN7M_20110914_113000_24.fit.gz,41418.1,False,2,208.38,213.56,-0.902,
BLEN7M,BLEN7M_20110914_113000_25.fit.gz,41847.4,False,2,182.81,213.56,-41.0,
BLEN7M,BLEN7M_20110914_114501_24.fit.gz,42648.5,False,5,195.44,214.88,6.977,0.58
BLEN7M,BLEN7M_20110914_114501_25.fit.gz,42656.0,False,16,175.0,870.0,-5.199,0.003
BLEN7M,BLEN7M_20110914_120002_24.fit.gz,43812.5,False,9,207.06,566.19,-65.614,0.176
BLEN7M,BLEN7M_20110914_120002_25.fit.gz,43811.2,False,9,195.44,732.81,17.568,0.038
BLEN7M,BLEN7M_20110914_121504_24.fit.gz,44616.0,False,3,208.38,372.69,-18.725,0.997
BLEN7M,BLEN7M_20110914_121504_25.fit.gz,44391.9,False,2,182.81,213.56,-17.571,
BLEN7M,BLEN7M_20110914_123005_24.fit.gz,45663.9,False,4,192.44,213.56,-0.515,0.026
BLEN7M,BLEN7M_20110914_123005_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_124506_24.fit.gz,46234.8,False,4,192.44,427.81,23.235,0.279
BLEN7M,BLEN7M_20110914_124506_25.fit.gz,46227.1,False,2,175.0,400.62,-33.426,
BLEN7M,BLEN7M_20110914_130007_24.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_130007_25.fit.gz,,False,0,,,nan,nan
BLEN7M,BLEN7M_20110914_131509_24.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_131509_25.fit.gz,48497.5,False,2,175.0,439.62,176.417,
BLEN7M,BLEN7M_20110914_133010_24.fit.gz,49401.0,False,3,192.44,557.88,33.067,0.794
BLEN7M,BLEN7M_20110914_133010_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_134511_24.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_134511_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_140012_24.fit.gz,50804.2,False,3,207.06,213.56,1.23,0.964
BLEN7M,BLEN7M_20110914_140012_25.fit.gz,,False,0,,,nan,nan
BLEN7M,BLEN7M_20110914_141514_24.fit.gz,51325.2,False,3,207.06,403.56,-14.408,0.704
BLEN7M,BLEN7M_20110914_141514_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_143015_24.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_143015_25.fit.gz,,False,0,,,nan,nan
BLEN7M,BLEN7M_20110914_144516_24.fit.gz,53807.9,False,2,207.06,208.38,0.583,
BLEN7M,BLEN7M_20110914_144516_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_150017_24.fit.gz,54183.5,False,5,208.38,557.88,-9.895,0.087
BLEN7M,BLEN7M_20110914_150017_25.fit.gz,54183.5,False,2,557.88,659.06,33.729,
BLEN7M,BLEN7M_20110914_151519_24.fit.gz,55522.2,False,9,182.81,221.75,-38.291,0.261
BLEN7M,BLEN7M_20110914_151519_25.fit.gz,55522.4,False,6,182.81,221.75,-66.024,0.867
BLEN7M,BLEN7M_20110914_153020_24.fit.gz,56715.5,False,3,207.06,213.56,-4.089,0.619
BLEN7M,BLEN7M_20110914_153020_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_154521_24.fit.gz,57419.5,False,2,207.06,208.38,,
BLEN7M,BLEN7M_20110914_154521_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_160022_24.fit.gz,57940.0,False,3,207.06,213.56,5.208,0.43
BLEN7M,BLEN7M_20110914_160022_25.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_161524_24.fit.gz,59325.8,False,7,207.06,417.5,-30.492,0.977
BLEN7M,BLEN7M_20110914_161524_25.fit.gz,59307.8,False,9,372.69,417.5,,0.0
BLEN7M,BLEN7M_20110914_163025_24.fit.gz,59954.5,False,2,208.38,213.56,,
BLEN7M,BLEN7M_20110914_163025_25.fit.gz,59942.1,False,2,858.06,864.62,-26.248,
BLEN7M,BLEN7M_20110914_164526_24.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_164526_25.fit.gz,,False,0,,,nan,nan
BLEN7M,BLEN7M_20110914_170027_24.fit.gz,,False,1,,,nan,nan
BLEN7M,BLEN7M_20110914_170027_25.fit.gz,,False,0,,,nan,nan
BLENSW,BLENSW_20110914_053000_59.fit.gz,20188.0,False,3,9.0,9.56,0.044,0.25
BLENSW,BLENSW_20110914_054500_59.fit.gz,21421.8,False,2,16.88,18.56,-1.5,
BLENSW,BLENSW_20110914_060000_59.fit.gz,22106.2,False,3,16.88,18.81,-0.288,0.671
BLENSW,BLENSW_20110914_061500_59.fit.gz,23281.6,False,5,9.0,9.0,0.0,
BLENSW,BLENSW_20110914_063000_59.fit.gz,,False,1,,,nan,nan
BLENSW,BLENSW_20110914_064500_59.fit.gz,,False,1,,,nan,nan
BLENSW,BLENSW_20110914_070000_59.fit.gz,,False,1,,,nan,nan
BLENSW,BLENSW_20110914_071500_59.fit.gz,,False,1,,,nan,nan
BLENSW,BLENSW_20110914_073000_59.fit.gz,27613.5,False,6,9.0,30.62,-3.077,1.0
BLENSW,BLENSW_20110914_074500_59.fit.gz,28072.2,False,3,9.0,18.81,0.54,0.684
BLENSW,BLENSW_20110914_080000_59.fit.gz,,False,1,,,nan,nan
BLENSW,BLENSW_20110914_081500_59.fit.gz,30581.4,False,3,19.75,22.81,-1.32,0.234
BLENSW,BLENSW_20110914_083000_59.fit.gz,,False,0,,,nan,nan
BLENSW,BLENSW_20110914_084500_59.fit.gz,,False,0,,,nan,nan
BLENSW,BLENSW_20110914_090000_59.fit.gz,33202.9,False,6,9.0,20.56,-1.201,0.934
BLENSW,BLENSW_20110914_091500_59.fit.gz,,False,1,,,nan,nan
BLENSW,BLENSW_20110914_093000_59.fit.gz,34892.5,False,2,23.0,23.88,-3.5,
BLENSW,BLENSW_20110914_094500_59.fit.gz,35121.1,False,3,9.0,18.81,-2.659,0.999
BLENSW,BLENSW_20110914_100000_59.fit.gz,36300.0,False,4,9.0,30.62,-2.265,0.999
BLENSW,BLENSW_20110914_101500_59.fit.gz,37115.2,False,6,9.0,9.56,-1.501,0.2
BLENSW,BLENSW_20110914_103000_59.fit.gz,37821.4,False,2,9.0,9.56,-0.751,
BLENSW,BLENSW_20110914_104500_59.fit.gz,,False,0,,,nan,nan
BLENSW,BLENSW_20110914_110000_59.fit.gz,39965.5,False,9,9.0,19.75,-0.499,0.139
BLENSW,BLENSW_20110914_111500_59.fit.gz,40578.5,False,5,9.0,9.56,,0.0
BLENSW,BLENSW_20110914_113000_59.fit.gz,,False,1,,,nan,nan
BLENSW,BLENSW_20110914_114500_59.fit.gz,43163.2,False,4,11.56,13.56,-0.072,0.43
BLENSW,BLENSW_20110914_120000_59.fit.gz,,False,0,,,nan,nan
BLENSW,BLENSW_20110914_121500_59.fit.gz,,False,0,,,nan,nan
BLENSW,BLENSW_20110914_123000_59.fit.gz,45001.2,False,4,11.56,30.62,-26.96,0.822
BLENSW,BLENSW_20110914_124500_59.fit.gz,,False,1,,,nan,nan
BLENSW,BLENSW_20110914_130000_59.fit.gz,47379.0,False,2,23.0,23.88,-3.5,
BLENSW,BLENSW_20110914_131500_59.fit.gz,48193.4,False,2,9.0,9.0,0.0,
BLENSW,BLENSW_20110914_133000_59.fit.gz,,False,1,,,nan,nan
BLENSW,BLENSW_20110914_134500_59.fit.gz,,False,0,,,nan,nan
BLENSW,BLENSW_20110914_140000_59.fit.gz,51096.6,False,6,9.0,30.62,-2.247,1.0
BLENSW,BLENSW_20110914_141500_59.fit.gz,52194.2,False,4,38.88,44.62,0.432,0.548
BLENSW,BLENSW_20110914_143000_59.fit.gz,52428.6,False,10,9.0,44.62,-1.366,0.271
BLENSW,BLENSW_20110914_144500_59.fit.gz,53333.0,False,3,18.81,87.75,0.449,0.012
BLENSW,BLENSW_20110914_150000_59.fit.gz,54040.4,False,5,9.0,9.0,-0.0,
BLENSW,BLENSW_20110914_151500_59.fit.gz,54999.1,False,5,9.0,9.0,0.0,
BLENSW,BLENSW_20110914_153000_59.fit.gz,56198.4,False,3,22.81,23.88,-0.225,0.95
BLENSW,BLENSW_20110914_154500_59.fit.gz,57502.1,False,3,22.81,23.88,0.062,0.98
BLENSW,BLENSW_20110914_160000_59.fit.gz,58496.3,False,2,18.81,19.75,0.357,
BLENSW,BLENSW_20110914_161500_59.fit.gz,59336.6,False,7,9.0,21.5,-0.249,0.031
BLENSW,BLENSW_20110914_163000_59.fit.gz,59409.2,False,2,18.81,19.75,0.3,
BLENSW,BLENSW_20110914_164500_59.fit.gz,61091.2,False,3,9.0,23.88,2.962,0.997
BLENSW,BLENSW_20110914_170000_59.fit.gz,61862.9,False,7,9.0,18.56,-0.536,0.373
DARO,DARO_20110914_074502_59.fit.gz,28588.9,False,18,45.0,464.88,15.919,0.098
DARO,DARO_20110914_080002_59.fit.gz,29211.5,False,12,51.0,449.81,-1.375,0.002
DARO,DARO_20110914_081502_59.fit.gz,30418.0,False,13,45.5,461.12,0.622,0.0
DARO,DARO_20110914_083002_59.fit.gz,30923.0,False,31,45.0,464.88,-11.214,0.049
DARO,DARO_20110914_084502_59.fit.gz,32121.2,False,17,45.0,449.81,-8.775,0.027
DARO,DARO_20110914_090003_59.fit.gz,32447.5,False,19,45.0,464.88,8.761,0.029
DARO,DARO_20110914_091503_59.fit.gz,33356.2,False,27,45.0,464.88,-7.205,0.042
DARO,DARO_20110914_093003_59.fit.gz,34827.0,False,30,45.0,464.88,5.561,0.02
